elo_rank,name,player_url,age,elo_rating,hard_elo_rank,hard_elo,clay_elo_rank,clay_elo,grass_elo_rank,grass_elo,peak_elo,peak_month,atp_rank,log_diff,fetch_time,wta_rank,tour
371,Oleg Prihodko,https://www.tennisabstract.com/cgi-bin/player.cgi?p=OlegPrihodko,27.9,1404.2,388,1336.6,335,1380.4,338,1402.1,1514.0,2021-12,381.0,-0.03,2025-11-10T15:01:34.316489,,
372,Facundo Mena,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FacundoMena,32.8,1403.2,390,1335.0,331,1381.4,402,1366.3,1616.9,2019-09,401.0,-0.08,2025-11-10T15:01:34.316663,,
373,Mae Malige,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaeMalige,19.5,1402.1,340,1382.9,446,1261.7,339,1401.1,1435.8,2025-10,431.0,-0.14,2025-11-10T15:01:34.316837,,
374,Hernan Casanova,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HernanCasanova,31.6,1401.6,443,1267.0,328,1384.3,396,1369.9,1474.0,2022-09,353.0,0.06,2025-11-10T15:01:34.317010,,
375,Mathys Erhard,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MathysErhard,24.0,1401.2,403,1318.7,337,1378.5,341,1400.6,1433.0,2025-10,313.0,0.18,2025-11-10T15:01:34.317338,,
376,Patrick Zahraj,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PatrickZahraj,26.2,1397.7,291,1427.6,435,1274.2,325,1409.3,1596.7,2025-03,246.0,0.42,2025-11-10T15:01:34.317534,,
377,Alexey Vatutin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexeyVatutin,32.9,1397.4,348,1376.6,372,1348.2,412,1362.6,1637.3,2018-04,382.0,-0.01,2025-11-10T15:01:34.317825,,
378,Diego Dedura Palomero,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DiegoDeduraPalomero,17.5,1396.5,433,1281.4,336,1378.6,345,1398.2,1419.0,2025-09,359.0,0.05,2025-11-10T15:01:34.318017,,
379,Michael Geerts,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MichaelGeerts,30.7,1395.6,337,1384.4,374,1345.7,443,1341.4,1540.6,2023-03,356.0,0.06,2025-11-10T15:01:34.318346,,
380,Adrian Andreev,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AdrianAndreev,24.4,1395.6,377,1346.6,304,1409.2,447,1337.8,1642.9,2023-01,802.0,-0.75,2025-11-10T15:01:34.318558,,
381,Philip Sekulic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PhilipSekulic,22.1,1395.0,355,1371.3,431,1276.3,417,1359.4,1533.1,2024-07,454.0,-0.18,2025-11-10T15:01:34.318746,,
382,Milos Karol,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MilosKarol,22.8,1392.2,380,1344.6,364,1355.6,350,1396.1,1457.6,2025-10,423.0,-0.1,2025-11-10T15:01:34.318931,,
383,Alfredo Perez,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlfredoPerez,28.4,1386.7,374,1347.5,326,1387.3,354,1393.4,1451.2,2025-10,321.0,0.18,2025-11-10T15:01:34.319162,,
384,Nikolas Sanchez Izquierdo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=NikolasSanchezIzquierdo,26.5,1386.3,456,1244.1,345,1373.1,355,1393.2,1517.8,2022-06,299.0,0.25,2025-11-10T15:01:34.319821,,
385,Philip Henning,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PhilipHenning,24.5,1385.7,358,1367.2,371,1350.4,269,1442.9,1559.8,2021-09,362.0,0.06,2025-11-10T15:01:34.320144,,
386,Maximus Jones,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaximusJones,21.1,1385.3,363,1364.7,385,1335.1,358,1392.6,1524.4,2025-04,364.0,0.06,2025-11-10T15:01:34.320556,,
387,Tsung Hao Huang,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TsungHaoHuang,25.9,1381.9,367,1356.9,415,1300.9,360,1390.9,1406.7,2023-10,474.0,-0.2,2025-11-10T15:01:34.320816,,
388,Henry Searle,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HenrySearle,19.5,1381.1,375,1347.4,405,1308.6,400,1366.9,1474.6,2025-06,374.0,0.04,2025-11-10T15:01:34.321135,,
389,Daniel Michalski,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DanielMichalski,25.6,1380.7,341,1382.7,369,1354.1,273,1440.4,1590.8,2020-02,257.0,0.41,2025-11-10T15:01:34.321445,,
390,Jacopo Berrettini,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JacopoBerrettini,26.8,1380.0,411,1314.2,346,1372.3,363,1390.0,1592.3,2024-05,337.0,0.15,2025-11-10T15:01:34.321730,,
391,Max Houkes,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaxHoukes,25.3,1378.8,440,1269.8,348,1370.6,426,1355.5,1481.3,2025-03,272.0,0.36,2025-11-10T15:01:34.321927,,
392,Robin Bertrand,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RobinBertrand,22.6,1378.4,370,1351.9,423,1292.0,365,1389.2,1540.9,2024-07,301.0,0.26,2025-11-10T15:01:34.322104,,
393,Jie Cui,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JieCui,27.7,1377.0,372,1350.3,454,1246.4,367,1388.5,1491.5,2025-05,315.0,0.22,2025-11-10T15:01:34.322283,,
394,Pol Martin Tiffon,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PolMartinTiffon,26.1,1377.0,410,1316.0,347,1372.2,425,1355.7,1512.6,2025-03,300.0,0.27,2025-11-10T15:01:34.322459,,
395,Lautaro Midon,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LautaroMidon,21.5,1376.3,427,1290.7,358,1360.1,369,1388.2,1498.4,2025-06,258.0,0.43,2025-11-10T15:01:34.322638,,
396,Rudolf Molleker,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RudolfMolleker,24.8,1374.2,395,1330.4,352,1366.7,423,1356.4,1712.9,2019-06,417.0,-0.05,2025-11-10T15:01:34.322874,,
397,Govind Nanda,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GovindNanda,24.4,1374.0,371,1351.5,412,1301.6,372,1387.0,1501.0,2022-09,512.0,-0.25,2025-11-10T15:01:34.323199,,
398,Bor Artnak,https://www.tennisabstract.com/cgi-bin/player.cgi?p=BorArtnak,21.3,1371.5,384,1341.6,287,1421.9,282,1435.7,1587.4,2022-09,464.0,-0.15,2025-11-10T15:01:34.323583,,
399,Benoit Paire,https://www.tennisabstract.com/cgi-bin/player.cgi?p=BenoitPaire,36.3,1370.9,379,1345.8,324,1389.9,308,1416.5,1909.0,2013-05,775.0,-0.66,2025-11-10T15:01:34.323775,,
400,Nicolas Alvarez Varona,https://www.tennisabstract.com/cgi-bin/player.cgi?p=NicolasAlvarezVarona,24.3,1370.4,331,1390.5,401,1314.4,375,1385.2,1526.2,2022-11,338.0,0.17,2025-11-10T15:01:34.324009,,
401,Kaichi Uchida,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KaichiUchida,31.1,1370.2,376,1346.8,400,1318.5,346,1397.8,1571.8,2023-02,309.0,0.26,2025-11-10T15:01:34.324386,,
402,Giovanni Fonio,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GiovanniFonio,27.3,1369.2,345,1380.3,389,1329.5,378,1384.6,1566.9,2023-02,427.0,-0.06,2025-11-10T15:01:34.324593,,
403,Tom Paris,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TomParis,23.1,1368.2,396,1328.7,381,1337.4,380,1384.1,1459.7,2025-09,260.0,0.44,2025-11-10T15:01:34.324774,,
404,Dali Blanch,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DaliBlanch,22.6,1367.5,454,1247.9,340,1377.3,382,1383.7,1464.6,2025-08,442.0,-0.09,2025-11-10T15:01:34.324952,,
405,Miguel Tobon,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MiguelTobon,19.3,1365.7,385,1339.5,365,1355.3,352,1393.8,1600.3,1995-09,573.0,-0.35,2025-11-10T15:01:34.325126,,
406,Blake Ellis,https://www.tennisabstract.com/cgi-bin/player.cgi?p=BlakeEllis,26.1,1365.6,386,1338.1,420,1292.8,384,1382.8,1490.7,2018-02,445.0,-0.09,2025-11-10T15:01:34.325305,,
407,Hiroki Moriya,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HirokiMoriya,34.8,1364.2,393,1332.7,447,1260.6,418,1359.4,1584.0,2012-12,453.0,-0.11,2025-11-10T15:01:34.325515,,
408,Stefan Dostanic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=StefanDostanic,23.8,1363.3,391,1335.0,424,1291.6,385,1381.6,1383.6,2025-08,434.0,-0.06,2025-11-10T15:01:34.325799,,
409,Aidan Mayo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AidanMayo,22.2,1361.9,369,1353.1,441,1270.6,371,1387.1,1541.1,2024-11,325.0,0.23,2025-11-10T15:01:34.326089,,
410,Raul Brancaccio,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RaulBrancaccio,28.4,1361.8,392,1333.6,367,1355.0,432,1350.4,1644.9,2023-01,393.0,0.04,2025-11-10T15:01:34.326411,,
411,Tung Lin Wu,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TungLinWu,27.4,1360.8,398,1325.5,315,1398.5,444,1339.8,1605.0,2023-04,518.0,-0.23,2025-11-10T15:01:34.326609,,
412,Maximilian Neuchrist,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaximilianNeuchrist,34.1,1360.8,401,1323.5,386,1334.1,434,1349.9,1549.9,2023-04,540.0,-0.27,2025-11-10T15:01:34.326789,,
413,Khumoun Sultanov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KhumounSultanov,26.9,1356.8,381,1344.5,443,1266.5,366,1389.1,1553.9,2025-02,,,2025-11-10T15:01:34.326956,,
414,Omar Jasika,https://www.tennisabstract.com/cgi-bin/player.cgi?p=OmarJasika,28.4,1352.0,394,1332.5,438,1273.0,478,1270.6,1669.1,2017-02,311.0,0.29,2025-11-10T15:01:34.327131,,
415,Federico Arnaboldi,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FedericoArnaboldi,25.2,1350.5,420,1298.3,394,1325.1,438,1344.7,1623.0,2024-08,406.0,0.02,2025-11-10T15:01:34.327307,,
416,Toby Alex Kodat,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TobyAlexKodat,22.4,1347.9,423,1297.2,404,1310.1,392,1374.0,1535.4,2024-05,616.0,-0.39,2025-11-10T15:01:34.327681,,
417,Gabi Adrian Boitan,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GabiAdrianBoitan,26.2,1345.2,421,1297.4,377,1341.6,304,1422.6,1488.6,2022-03,333.0,0.22,2025-11-10T15:01:34.328038,,
418,Christian Langmo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ChristianLangmo,29.2,1344.0,412,1313.5,475,1190.6,393,1372.0,1411.8,2023-04,320.0,0.27,2025-11-10T15:01:34.328326,,
419,Ergi Kirkin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ErgiKirkin,26.6,1343.6,400,1323.7,390,1328.9,419,1358.8,1516.7,2022-05,472.0,-0.12,2025-11-10T15:01:34.328513,,
420,Tyler Zink,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TylerZink,24.7,1342.7,402,1319.5,449,1259.8,373,1386.2,1473.9,2025-10,298.0,0.34,2025-11-10T15:01:34.328690,,
421,Aleksandre Bakshi,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AleksandreBakshi,28.1,1340.0,409,1316.5,291,1420.0,305,1420.0,1613.0,2024-07,541.0,-0.25,2025-11-10T15:01:34.328892,,
422,Matias Soto,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MatiasSoto,26.5,1338.0,434,1280.9,380,1338.5,398,1369.0,1461.2,2025-03,281.0,0.41,2025-11-10T15:01:34.329117,,
423,Robert Strombachs,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RobertStrombachs,26.0,1336.7,368,1355.9,430,1277.0,399,1368.4,1479.9,2025-05,378.0,0.11,2025-11-10T15:01:34.329298,,
424,Maxime Janvier,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaximeJanvier,29.0,1333.7,417,1302.3,416,1299.0,408,1365.1,1601.5,2019-09,477.0,-0.12,2025-11-10T15:01:34.329475,,
425,Jelle Sels,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JelleSels,30.1,1333.2,362,1364.8,418,1297.9,479,1262.9,1640.8,2022-11,348.0,0.2,2025-11-10T15:01:34.329652,,
426,Aryan Shah,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AryanShah,19.9,1333.2,389,1335.6,434,1275.1,401,1366.6,1524.6,2025-07,386.0,0.1,2025-11-10T15:01:34.329827,,
427,Kokoro Isomura,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KokoroIsomura,22.7,1331.7,415,1304.0,432,1275.8,405,1365.8,1428.8,2024-11,539.0,-0.23,2025-11-10T15:01:34.330000,,
428,Cannon Kingsley,https://www.tennisabstract.com/cgi-bin/player.cgi?p=CannonKingsley,24.4,1331.6,407,1317.3,453,1250.6,406,1365.8,1468.0,2023-09,571.0,-0.29,2025-11-10T15:01:34.330177,,
429,Pedro Sakamoto,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PedroSakamoto,31.9,1330.6,431,1282.3,397,1319.4,407,1365.3,1495.6,2019-05,411.0,0.04,2025-11-10T15:01:34.330379,,
430,Charles Broom,https://www.tennisabstract.com/cgi-bin/player.cgi?p=CharlesBroom,27.5,1327.3,429,1288.7,436,1273.6,404,1366.1,1536.4,2024-06,370.0,0.15,2025-11-10T15:01:34.330560,,
431,Daniel Dutra Da Silva,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DanielDutraDaSilva,37.3,1327.0,449,1258.0,411,1302.0,435,1349.6,1519.5,2009-02,360.0,0.18,2025-11-10T15:01:34.330735,,
432,Masamichi Imamura,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MasamichiImamura,26.9,1326.1,422,1297.3,437,1273.0,411,1363.0,1394.5,2024-11,519.0,-0.18,2025-11-10T15:01:34.331178,,
433,Franco Roncadelli,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FrancoRoncadelli,25.7,1325.2,465,1227.2,398,1319.4,413,1362.6,1399.7,2025-06,366.0,0.17,2025-11-10T15:01:34.331379,,
434,Andrea Picchione,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AndreaPicchione,27.2,1324.4,444,1266.5,409,1305.2,414,1362.2,1366.1,2024-04,392.0,0.1,2025-11-10T15:01:34.331560,,
435,Patrick Maloney,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PatrickMaloney,25.6,1320.7,439,1273.3,396,1322.0,395,1370.7,1467.5,2025-07,344.0,0.23,2025-11-10T15:01:34.331735,,
436,Florent Bax,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FlorentBax,26.2,1319.7,425,1292.0,414,1301.3,416,1359.9,1449.1,2025-04,316.0,0.32,2025-11-10T15:01:34.331912,,
437,Corentin Denolly,https://www.tennisabstract.com/cgi-bin/player.cgi?p=CorentinDenolly,28.3,1317.9,442,1268.4,429,1277.9,437,1345.6,1455.6,2025-03,377.0,0.15,2025-11-10T15:01:34.332087,,
438,Renzo Olivo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RenzoOlivo,33.2,1317.5,424,1296.5,421,1292.8,459,1330.5,1643.4,2015-02,414.0,0.06,2025-11-10T15:01:34.332334,,
439,Yusuke Takahashi,https://www.tennisabstract.com/cgi-bin/player.cgi?p=YusukeTakahashi,28.0,1314.4,426,1290.9,427,1285.8,421,1357.2,1451.5,2018-01,428.0,0.03,2025-11-10T15:01:34.332516,,
440,Tiago Pereira,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TiagoPereira,21.3,1313.8,435,1280.6,408,1306.9,422,1356.9,1406.9,2025-08,278.0,0.46,2025-11-10T15:01:34.332695,,
441,Olle Wallin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=OlleWallin,23.9,1312.4,438,1274.3,406,1308.4,424,1356.2,1488.2,2025-07,433.0,0.02,2025-11-10T15:01:34.332923,,
442,Lukas Pokorny,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LukasPokorny,23.2,1310.5,419,1300.8,445,1262.6,427,1355.3,1435.5,2025-05,459.0,-0.04,2025-11-10T15:01:34.333197,,
443,Blaise Bicknell,https://www.tennisabstract.com/cgi-bin/player.cgi?p=BlaiseBicknell,23.8,1308.3,418,1301.8,439,1270.9,334,1404.1,1587.2,2024-02,529.0,-0.18,2025-11-10T15:01:34.333378,,
444,Renta Tokuda,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RentaTokuda,27.6,1306.6,430,1282.9,468,1214.5,428,1353.3,1380.8,2018-05,308.0,0.37,2025-11-10T15:01:34.333555,,
445,Dan Martin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DanMartin,26.4,1301.9,459,1236.6,410,1305.2,467,1323.1,1343.8,2025-09,449.0,-0.01,2025-11-10T15:01:34.333730,,
446,Gonzalo Villanueva,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GonzaloVillanueva,30.8,1301.0,471,1204.6,425,1290.5,431,1350.5,1454.7,2022-05,345.0,0.26,2025-11-10T15:01:34.333910,,
447,Taha Baadi,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TahaBaadi,24.1,1300.1,428,1290.7,451,1256.4,470,1314.3,1300.1,2025-09,652.0,-0.38,2025-11-10T15:01:34.334146,,
448,Eero Vasa,https://www.tennisabstract.com/cgi-bin/player.cgi?p=EeroVasa,28.7,1299.0,414,1306.1,444,1266.0,342,1399.5,1415.6,2016-03,491.0,-0.09,2025-11-10T15:01:34.334337,,
449,Saba Purtseladze,https://www.tennisabstract.com/cgi-bin/player.cgi?p=SabaPurtseladze,24.2,1294.6,432,1282.2,471,1203.1,465,1325.4,1466.8,2025-05,287.0,0.45,2025-11-10T15:01:34.334515,,
450,Max Wiskandt,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaxWiskandt,23.7,1294.4,451,1256.9,422,1292.8,468,1319.9,1454.0,2025-04,426.0,0.05,2025-11-10T15:01:34.334693,,
451,Mateus Alves,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MateusAlves,24.7,1291.6,476,1175.5,417,1298.3,436,1345.8,1422.1,2024-11,447.0,0.01,2025-11-10T15:01:34.335026,,
452,Carlos Sanchez Jover,https://www.tennisabstract.com/cgi-bin/player.cgi?p=CarlosSanchezJover,25.1,1289.4,464,1228.7,442,1269.1,439,1344.7,1440.5,2023-09,368.0,0.21,2025-11-10T15:01:34.335505,,
453,Keegan Smith,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KeeganSmith,27.3,1287.1,447,1258.9,477,1186.6,440,1343.5,1403.9,2021-12,483.0,-0.06,2025-11-10T15:01:34.335706,,
454,Neil Oberleitner,https://www.tennisabstract.com/cgi-bin/player.cgi?p=NeilOberleitner,26.2,1285.4,448,1258.8,452,1254.7,441,1342.7,1378.0,2024-07,432.0,0.05,2025-11-10T15:01:34.335926,,
455,Naoki Nakagawa,https://www.tennisabstract.com/cgi-bin/player.cgi?p=NaokiNakagawa,28.7,1284.8,441,1268.7,479,1146.6,442,1342.4,1327.7,2024-09,654.0,-0.36,2025-11-10T15:01:34.336243,,
456,Guido Ivan Justo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GuidoIvanJusto,27.8,1279.4,466,1225.4,440,1270.8,445,1339.7,1339.2,2025-09,369.0,0.21,2025-11-10T15:01:34.336592,,
457,Oleksandr Ovcharenko,https://www.tennisabstract.com/cgi-bin/player.cgi?p=OleksandrOvcharenko,23.9,1277.8,446,1263.1,458,1241.1,446,1338.9,1385.7,2025-02,502.0,-0.09,2025-11-10T15:01:34.336775,,
458,Conner Huertas Del Pino,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ConnerHuertasDelPino,29.5,1275.6,436,1280.3,455,1244.5,448,1337.8,1354.2,2025-04,598.0,-0.27,2025-11-10T15:01:34.337015,,
459,Marek Gengel,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MarekGengel,30.1,1271.6,452,1251.8,476,1190.5,476,1295.4,1505.8,2023-01,327.0,0.34,2025-11-10T15:01:34.337201,,
460,Karan Singh,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KaranSingh,22.2,1266.6,468,1221.1,428,1280.2,451,1333.3,1339.8,2025-02,456.0,0.01,2025-11-10T15:01:34.337375,,
461,Lucas Poullain,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LucasPoullain,29.8,1265.4,455,1246.4,463,1229.9,452,1332.7,1590.8,2023-10,403.0,0.13,2025-11-10T15:01:34.337552,,
462,Pedro Araujo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PedroAraujo,23.5,1265.1,457,1244.0,469,1213.7,453,1332.6,1307.5,2025-01,526.0,-0.13,2025-11-10T15:01:34.337743,,
463,Alexandr Binda,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexandrBinda,23.9,1263.6,461,1233.9,456,1241.8,454,1331.8,1450.9,2025-07,396.0,0.16,2025-11-10T15:01:34.337923,,
464,Luciano Emanuel Ambrogi,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LucianoEmanuelAmbrogi,21.8,1263.1,475,1182.7,448,1260.4,455,1331.6,1410.3,2024-09,448.0,0.04,2025-11-10T15:01:34.338098,,
465,Federico Bondioli,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FedericoBondioli,20.3,1262.3,472,1200.2,433,1275.7,457,1331.1,1422.6,2025-06,412.0,0.12,2025-11-10T15:01:34.338272,,
466,Juan Alejandro Hernandez Serrano,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JuanAlejandroHernandezSerrano,26.3,1261.1,453,1250.0,470,1212.6,458,1330.6,1300.9,2025-06,419.0,0.11,2025-11-10T15:01:34.338447,,
467,Miguel Damas,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MiguelDamas,25.7,1260.0,460,1236.1,461,1236.6,460,1330.0,1310.3,2022-04,334.0,0.34,2025-11-10T15:01:34.338621,,
468,Roberto Cid,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RobertoCid,32.0,1254.2,445,1263.4,466,1221.8,456,1331.5,1621.4,2018-06,375.0,0.22,2025-11-10T15:01:34.338796,,
469,Andrew Fenty,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AndrewFenty,25.6,1252.5,463,1229.6,462,1236.2,461,1326.2,1296.1,2025-10,440.0,0.06,2025-11-10T15:01:34.338973,,
470,Kasidit Samrej,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KasiditSamrej,24.7,1252.4,462,1230.5,378,1340.3,390,1376.2,1424.3,2019-04,407.0,0.14,2025-11-10T15:01:34.339150,,
471,Maxime Chazal,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaximeChazal,32.3,1252.4,477,1171.7,457,1241.3,462,1326.2,1382.8,2015-09,569.0,-0.19,2025-11-10T15:01:34.339325,,
472,Max Alcala Gurri,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaxAlcalaGurri,23.0,1251.3,467,1223.0,460,1238.0,463,1325.7,1332.3,2022-04,410.0,0.14,2025-11-10T15:01:34.339500,,
473,Mariano Kestelboim,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MarianoKestelboim,29.7,1234.5,474,1188.7,464,1225.3,469,1317.2,1312.1,2025-06,398.0,0.17,2025-11-10T15:01:34.339675,,
474,Moerani Bouzige,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MoeraniBouzige,26.3,1226.1,473,1199.3,465,1223.1,471,1313.1,1416.7,2024-12,314.0,0.41,2025-11-10T15:01:34.339857,,
475,Sebastian Gima,https://www.tennisabstract.com/cgi-bin/player.cgi?p=SebastianGima,23.4,1220.7,469,1220.4,473,1194.8,472,1310.4,1251.0,2025-08,557.0,-0.16,2025-11-10T15:01:34.340029,,
476,San Hui Sin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=SanHuiSin,28.6,1218.8,470,1205.9,467,1219.4,473,1309.4,1314.1,2025-08,372.0,0.25,2025-11-10T15:01:34.340205,,
477,Alex Marti Pujolras,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexMartiPujolras,26.5,1197.4,458,1240.2,478,1172.4,474,1298.7,1359.7,2023-04,438.0,0.09,2025-11-10T15:01:34.340380,,
478,Lorenzo Carboni,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LorenzoCarboni,19.6,1195.3,478,1155.0,472,1198.6,475,1297.7,1325.2,2023-08,425.0,0.12,2025-11-10T15:01:34.340555,,
479,Juan Carlos Aguilar,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JuanCarlosAguilar,26.6,1150.0,479,1110.4,474,1193.8,477,1275.0,1243.9,2025-01,499.0,-0.04,2025-11-10T15:01:34.340729,,
1,Aryna Sabalenka,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ArynaSabalenka,27.4,2206.5,1,2157.6,1,2122.5,1,1979.9,2218.8,2025-11,,0.0,2025-11-10T15:01:35.227362,1.0,WTA
2,Iga Swiatek,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IgaSwiatek,24.4,2138.3,3,2081.3,2,2068.4,2,1964.9,2291.0,2024-07,,0.0,2025-11-10T15:01:35.227526,2.0,WTA
3,Elena Rybakina,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElenaRybakina,26.3,2134.2,2,2095.0,4,1992.0,3,1901.0,2155.6,2024-04,,-0.51,2025-11-10T15:01:35.227675,5.0,WTA
4,Coco Gauff,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CocoGauff,21.6,2104.7,4,2049.5,3,2059.9,5,1858.1,2155.7,2024-01,,0.29,2025-11-10T15:01:35.227822,3.0,WTA
5,Amanda Anisimova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AmandaAnisimova,24.1,2078.8,5,2030.4,10,1876.6,4,1900.1,2086.9,2025-11,,0.22,2025-11-10T15:01:35.227969,4.0,WTA
6,Jessica Pegula,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JessicaPegula,31.6,2031.3,6,1993.0,9,1878.0,6,1845.7,2094.9,2024-01,,0.0,2025-11-10T15:01:35.228113,6.0,WTA
7,Jasmine Paolini,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JasminePaolini,29.8,2022.8,7,1964.9,5,1948.5,8,1820.8,2058.1,2025-10,,-0.13,2025-11-10T15:01:35.228257,8.0,WTA
8,Belinda Bencic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BelindaBencic,28.6,1962.1,10,1919.4,28,1778.1,11,1777.5,2100.0,2015-09,,-0.32,2025-11-10T15:01:35.228401,11.0,WTA
9,Victoria Mboko,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VictoriaMboko,19.1,1960.9,11,1918.9,18,1807.1,41,1694.3,1969.6,2025-07,,-0.69,2025-11-10T15:01:35.228552,18.0,WTA
10,Madison Keys,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MadisonKeys,30.7,1953.8,12,1902.6,8,1879.9,12,1775.1,2090.1,2016-08,,0.36,2025-11-10T15:01:35.228701,7.0,WTA
11,Elina Svitolina,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElinaSvitolina,31.0,1949.5,19,1875.6,7,1895.7,16,1766.0,2120.6,2018-05,,-0.24,2025-11-10T15:01:35.228847,14.0,WTA
